"URL,C,54","NAME,C,80","TYPEID,N,9,0","TYPE,C,60","MAP_REF,C,9","LONGITUDE,N,9,6","LATITUDE,N,9,6","COUNTY,C,35","ACCURACY,N,9,0","CONDITION,N,9,0","AMBIENCE,N,9,0","ACCESS,N,9,0","IMAGE,C,9","COLOUR,C,9"
99999,RandomCircle19,21,Viewpoint,,-6.8064477084,53.2297943294,CLARE,0,5,0,5,,tg
99999,RandomCircle20,21,Viewpoint,,-6.8046452957,53.0195472484,CLARE,0,5,0,5,,tg
99999,RandomCircle21,21,Viewpoint,,-6.8004990496,53.1779588283,CLARE,0,5,0,5,,tg
99999,RandomCircle22,21,Viewpoint,,-6.7975802122,53.1354637052,CLARE,0,5,0,5,,tg
99999,RandomCircle23,21,Viewpoint,,-6.7936413414,52.9877081253,CLARE,0,5,0,5,,tg
99999,RandomCircle24,21,Viewpoint,,-6.7874373364,53.1462887573,CLARE,0,5,0,5,,tg
99999,RandomCircle25,21,Viewpoint,,-6.7865130416,52.9788746072,CLARE,0,5,0,5,,tg
99999,RandomCircle26,21,Viewpoint,,-6.7853232045,52.9668932132,CLARE,0,5,0,5,,tg
99999,RandomCircle27,21,Viewpoint,,-6.7832275425,53.0789581357,CLARE,0,5,0,5,,tg
99999,RandomCircle28,21,Viewpoint,,-6.7819512415,53.1461190589,CLARE,0,5,0,5,,tg
99999,RandomCircle29,21,Viewpoint,,-6.7815654795,53.2194963563,CLARE,0,5,0,5,,tg
99999,RandomCircle30,21,Viewpoint,,-6.7792673296,53.2971300458,CLARE,0,5,0,5,,tg
99999,RandomCircle31,21,Viewpoint,,-6.7782933133,53.018768504,CLARE,0,5,0,5,,tg
99999,RandomCircle32,21,Viewpoint,,-6.7772343251,52.9335538823,CLARE,0,5,0,5,,tg
99999,RandomCircle33,21,Viewpoint,,-6.7770308642,53.2239041434,CLARE,0,5,0,5,,tg
99999,RandomCircle34,21,Viewpoint,,-6.7752989517,53.2852768366,CLARE,0,5,0,5,,tg
99999,RandomCircle35,21,Viewpoint,,-6.7748836502,53.2169582663,CLARE,0,5,0,5,,tg
99999,RandomCircle36,21,Viewpoint,,-6.772895144,52.9379738141,CLARE,0,5,0,5,,tg
99999,RandomCircle37,21,Viewpoint,,-6.7724857152,52.918650696,CLARE,0,5,0,5,,tg
99999,RandomCircle38,21,Viewpoint,,-6.7700480877,53.2593728999,CLARE,0,5,0,5,,tg
99999,RandomCircle39,21,Viewpoint,,-6.7692584435,52.964541267,CLARE,0,5,0,5,,tg
99999,RandomCircle40,21,Viewpoint,,-6.7644497419,52.9156917347,CLARE,0,5,0,5,,tg
99999,RandomCircle41,21,Viewpoint,,-6.7586761632,53.2750960093,CLARE,0,5,0,5,,tg
99999,RandomCircle42,21,Viewpoint,,-6.7568807063,53.1912349711,CLARE,0,5,0,5,,tg
99999,RandomCircle43,21,Viewpoint,,-6.7560819017,52.9868693512,CLARE,0,5,0,5,,tg
99999,RandomCircle44,21,Viewpoint,,-6.7504292235,53.2146192549,CLARE,0,5,0,5,,tg
99999,RandomCircle45,21,Viewpoint,,-6.748704095,53.2143545282,CLARE,0,5,0,5,,tg
99999,RandomCircle46,21,Viewpoint,,-6.7462251609,53.1864482744,CLARE,0,5,0,5,,tg
99999,RandomCircle47,21,Viewpoint,,-6.7421560436,53.0042141089,CLARE,0,5,0,5,,tg
99999,RandomCircle48,21,Viewpoint,,-6.7407221842,52.937792973,CLARE,0,5,0,5,,tg
99999,RandomCircle49,21,Viewpoint,,-6.7398438743,52.9580950176,CLARE,0,5,0,5,,tg
99999,RandomCircle50,21,Viewpoint,,-6.7396364826,53.2809573582,CLARE,0,5,0,5,,tg
99999,RandomCircle51,21,Viewpoint,,-6.7291129789,53.1812192634,CLARE,0,5,0,5,,tg
99999,RandomCircle52,21,Viewpoint,,-6.7280445841,53.0415566,CLARE,0,5,0,5,,tg
99999,RandomCircle53,21,Viewpoint,,-6.723437589,53.1629387612,CLARE,0,5,0,5,,tg
99999,RandomCircle54,21,Viewpoint,,-6.7230178808,53.292366809,CLARE,0,5,0,5,,tg
99999,RandomCircle55,21,Viewpoint,,-6.7197416414,52.9153352321,CLARE,0,5,0,5,,tg
99999,RandomCircle56,21,Viewpoint,,-6.7182302742,53.1676860732,CLARE,0,5,0,5,,tg
99999,RandomCircle57,21,Viewpoint,,-6.7175411455,52.9295938318,CLARE,0,5,0,5,,tg
99999,RandomCircle58,21,Viewpoint,,-6.7174822725,53.2432651765,CLARE,0,5,0,5,,tg
99999,RandomCircle59,21,Viewpoint,,-6.7172596496,52.9310983327,CLARE,0,5,0,5,,tg
99999,RandomCircle60,21,Viewpoint,,-6.7169231388,53.2591670612,CLARE,0,5,0,5,,tg
99999,RandomCircle61,21,Viewpoint,,-6.7128585426,53.1005047979,CLARE,0,5,0,5,,tg
99999,RandomCircle62,21,Viewpoint,,-6.710765408,52.9156860688,CLARE,0,5,0,5,,tg
99999,RandomCircle63,21,Viewpoint,,-6.7083704963,53.0475968318,CLARE,0,5,0,5,,tg
99999,RandomCircle64,21,Viewpoint,,-6.7055759118,53.1800511735,CLARE,0,5,0,5,,tg
99999,RandomCircle65,21,Viewpoint,,-6.7038072332,53.1173371368,CLARE,0,5,0,5,,tg
99999,RandomCircle66,21,Viewpoint,,-6.7025783235,53.210738908,CLARE,0,5,0,5,,tg
99999,RandomCircle67,21,Viewpoint,,-6.7020675903,53.1671335349,CLARE,0,5,0,5,,tg
99999,RandomCircle68,21,Viewpoint,,-6.7016354692,53.0059268385,CLARE,0,5,0,5,,tg
99999,RandomCircle69,21,Viewpoint,,-6.6955333264,52.9463579837,CLARE,0,5,0,5,,tg
99999,RandomCircle70,21,Viewpoint,,-6.6938108994,53.1923871039,CLARE,0,5,0,5,,tg
99999,RandomCircle71,21,Viewpoint,,-6.6861885938,53.2518952379,CLARE,0,5,0,5,,tg
99999,RandomCircle72,21,Viewpoint,,-6.6798170409,53.1771681948,CLARE,0,5,0,5,,tg
99999,RandomCircle73,21,Viewpoint,,-6.6792636487,52.9112792628,CLARE,0,5,0,5,,tg
99999,RandomCircle74,21,Viewpoint,,-6.6784935607,53.0370364998,CLARE,0,5,0,5,,tg
99999,RandomCircle75,21,Viewpoint,,-6.6756605723,53.2764186186,CLARE,0,5,0,5,,tg
99999,RandomCircle76,21,Viewpoint,,-6.6755928728,52.9054062615,CLARE,0,5,0,5,,tg
99999,RandomCircle77,21,Viewpoint,,-6.6755838373,52.9185652211,CLARE,0,5,0,5,,tg
99999,RandomCircle78,21,Viewpoint,,-6.6680995513,53.049989843,CLARE,0,5,0,5,,tg
99999,RandomCircle79,21,Viewpoint,,-6.6667733331,53.1662095929,CLARE,0,5,0,5,,tg
99999,RandomCircle80,21,Viewpoint,,-6.6652761267,52.9473692481,CLARE,0,5,0,5,,tg
99999,RandomCircle81,21,Viewpoint,,-6.665183018,53.1528215293,CLARE,0,5,0,5,,tg
99999,RandomCircle82,21,Viewpoint,,-6.65683928,53.2617401944,CLARE,0,5,0,5,,tg
99999,RandomCircle83,21,Viewpoint,,-6.6564647926,53.161890924,CLARE,0,5,0,5,,tg
99999,RandomCircle84,21,Viewpoint,,-6.6513565192,53.2738778073,CLARE,0,5,0,5,,tg
99999,RandomCircle85,21,Viewpoint,,-6.6511519566,52.9647579323,CLARE,0,5,0,5,,tg
99999,RandomCircle86,21,Viewpoint,,-6.649328317,53.0650176978,CLARE,0,5,0,5,,tg
99999,RandomCircle87,21,Viewpoint,,-6.6481077181,53.0190035487,CLARE,0,5,0,5,,tg
99999,RandomCircle88,21,Viewpoint,,-6.6476399113,52.9745504676,CLARE,0,5,0,5,,tg
99999,RandomCircle89,21,Viewpoint,,-6.6468450703,53.0904395703,CLARE,0,5,0,5,,tg
99999,RandomCircle90,21,Viewpoint,,-6.6460414033,53.0897672552,CLARE,0,5,0,5,,tg
99999,RandomCircle91,21,Viewpoint,,-6.6453533247,53.2117877562,CLARE,0,5,0,5,,tg
99999,RandomCircle92,21,Viewpoint,,-6.6441936243,53.2440625969,CLARE,0,5,0,5,,tg
99999,RandomCircle93,21,Viewpoint,,-6.636478486,53.1766410216,CLARE,0,5,0,5,,tg
99999,RandomCircle94,21,Viewpoint,,-6.6364446505,53.2481253798,CLARE,0,5,0,5,,tg
99999,RandomCircle95,21,Viewpoint,,-6.6359968249,53.0892701735,CLARE,0,5,0,5,,tg
99999,RandomCircle96,21,Viewpoint,,-6.6348880161,53.1698791427,CLARE,0,5,0,5,,tg
99999,RandomCircle97,21,Viewpoint,,-6.6336549503,53.057497341,CLARE,0,5,0,5,,tg
99999,RandomCircle98,21,Viewpoint,,-6.6329465294,53.0395696824,CLARE,0,5,0,5,,tg
99999,RandomCircle99,21,Viewpoint,,-6.6269589296,52.9331979482,CLARE,0,5,0,5,,tg
99999,RandomCircle100,21,Viewpoint,,-6.6263346199,52.9927506926,CLARE,0,5,0,5,,tg
99999,RandomCircle101,21,Viewpoint,,-6.6227388438,53.0267025984,CLARE,0,5,0,5,,tg
99999,RandomCircle102,21,Viewpoint,,-6.622387028,53.1920608366,CLARE,0,5,0,5,,tg
99999,RandomCircle103,21,Viewpoint,,-6.6199340223,53.0063636435,CLARE,0,5,0,5,,tg
99999,RandomCircle104,21,Viewpoint,,-6.6173097126,52.992517013,CLARE,0,5,0,5,,tg
99999,RandomCircle105,21,Viewpoint,,-6.6000188531,52.9993401759,CLARE,0,5,0,5,,tg
99999,RandomCircle106,21,Viewpoint,,-6.5977132316,53.2254111873,CLARE,0,5,0,5,,tg
99999,RandomCircle107,21,Viewpoint,,-6.5954048559,52.9535188251,CLARE,0,5,0,5,,tg
99999,RandomCircle108,21,Viewpoint,,-6.5953042945,52.9975989006,CLARE,0,5,0,5,,tg
99999,RandomCircle109,21,Viewpoint,,-6.5923674853,53.2445145047,CLARE,0,5,0,5,,tg
99999,RandomCircle110,21,Viewpoint,,-6.5884757853,52.9879713907,CLARE,0,5,0,5,,tg
99999,RandomCircle111,21,Viewpoint,,-6.5833925906,53.1896335185,CLARE,0,5,0,5,,tg
99999,RandomCircle112,21,Viewpoint,,-6.5776756696,53.0106798922,CLARE,0,5,0,5,,tg
99999,RandomCircle113,21,Viewpoint,,-6.5752968805,53.114584493,CLARE,0,5,0,5,,tg
99999,RandomCircle114,21,Viewpoint,,-6.5741914037,52.9346110513,CLARE,0,5,0,5,,tg
99999,RandomCircle115,21,Viewpoint,,-6.5647524623,53.2479173576,CLARE,0,5,0,5,,tg
99999,RandomCircle116,21,Viewpoint,,-6.5580202827,53.0116436177,CLARE,0,5,0,5,,tg
99999,RandomCircle117,21,Viewpoint,,-6.5560280872,53.1186153599,CLARE,0,5,0,5,,tg
99999,RandomCircle118,21,Viewpoint,,-6.5551067206,53.0114419034,CLARE,0,5,0,5,,tg
99999,RandomCircle119,21,Viewpoint,,-6.554693051,53.0866643162,CLARE,0,5,0,5,,tg
99999,RandomCircle120,21,Viewpoint,,-6.538978422,53.0112597336,CLARE,0,5,0,5,,tg
99999,RandomCircle121,21,Viewpoint,,-6.5359196838,52.9285848622,CLARE,0,5,0,5,,tg
99999,RandomCircle122,21,Viewpoint,,-6.5351092291,52.9609771589,CLARE,0,5,0,5,,tg
99999,RandomCircle123,21,Viewpoint,,-6.5277330288,53.0855164452,CLARE,0,5,0,5,,tg
99999,RandomCircle124,21,Viewpoint,,-6.5222873078,53.1283626249,CLARE,0,5,0,5,,tg
99999,RandomCircle125,21,Viewpoint,,-6.5128204128,53.2164796095,CLARE,0,5,0,5,,tg
99999,RandomCircle126,21,Viewpoint,,-6.5116491095,53.0914969129,CLARE,0,5,0,5,,tg
99999,RandomCircle127,21,Viewpoint,,-6.5026892281,53.118695484,CLARE,0,5,0,5,,tg
99999,RandomCircle128,21,Viewpoint,,-6.5013650077,52.9967757895,CLARE,0,5,0,5,,tg
99999,RandomCircle129,21,Viewpoint,,-6.496481453,53.2879741146,CLARE,0,5,0,5,,tg
99999,RandomCircle130,21,Viewpoint,,-6.4927632951,53.2815813499,CLARE,0,5,0,5,,tg
99999,RandomCircle131,21,Viewpoint,,-6.4574480429,53.2961697032,CLARE,0,5,0,5,,tg
99999,RandomCircle132,21,Viewpoint,,-6.4478149994,53.295564217,CLARE,0,5,0,5,,tg
99999,RandomCircle133,21,Viewpoint,,-6.4427831953,53.2722016715,CLARE,0,5,0,5,,tg
99999,RandomCircle134,21,Viewpoint,,-6.4347212507,53.2987144243,CLARE,0,5,0,5,,tg
99999,RandomCircle135,21,Viewpoint,,-6.4177488832,53.2432336583,CLARE,0,5,0,5,,tg
99999,RandomCircle136,21,Viewpoint,,-6.3974569328,53.2884151024,CLARE,0,5,0,5,,tg
99999,RandomCircle137,21,Viewpoint,,-6.3758982103,53.268050664,CLARE,0,5,0,5,,tg
99999,RandomCircle138,21,Viewpoint,,-6.3643696679,53.2731186279,CLARE,0,5,0,5,,tg
99999,RandomCircle139,21,Viewpoint,,-6.3282448323,53.2833376602,CLARE,0,5,0,5,,tg
99999,RandomCircle140,21,Viewpoint,,-6.3268086056,53.2658723534,CLARE,0,5,0,5,,tg
99999,RandomCircle141,21,Viewpoint,,-6.3042346355,53.2772272838,CLARE,0,5,0,5,,tg
99999,RandomCircle142,21,Viewpoint,,-6.3020509306,53.2752212454,CLARE,0,5,0,5,,tg
99999,RandomCircle143,21,Viewpoint,,-6.2843541871,53.283318,CLARE,0,5,0,5,,tg
99999,RandomCircle144,21,Viewpoint,,-6.2757235102,53.2656762667,CLARE,0,5,0,5,,tg
99999,RandomCircle145,21,Viewpoint,,-6.2450511457,53.2530163602,CLARE,0,5,0,5,,tg
99999,RandomCircle146,21,Viewpoint,,-6.214246248,53.2792969813,CLARE,0,5,0,5,,tg
99999,RandomCircle147,21,Viewpoint,,-6.2105509108,53.2437542953,CLARE,0,5,0,5,,tg
99999,RandomCircle148,21,Viewpoint,,-6.201394422,53.2681890651,CLARE,0,5,0,5,,tg
99999,RandomCircle149,21,Viewpoint,,-6.2003379185,53.2361150097,CLARE,0,5,0,5,,tg
99999,RandomCircle150,21,Viewpoint,,-6.1631202938,53.2470578096,CLARE,0,5,0,5,,tg
99999,RandomCircle151,21,Viewpoint,,-6.144781216,53.2346558771,CLARE,0,5,0,5,,tg
